@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
28055,'2025/02/28 23:46:43:605',11,0.98651,0.134612,-0.10987,0.014817,-0.738783,-0.678678,0.5,0.5,?,?,?,?
28056,'2025/02/28 23:46:43:615',11,0.986284,0.134856,-0.110569,0.014919,-0.73903,-0.678674,0.5,0.5,?,?,?,?
28057,'2025/02/28 23:46:43:628',11,0.986208,0.135154,-0.111309,0.015037,-0.739232,-0.678706,0.5,0.5,?,?,?,?
28058,'2025/02/28 23:46:43:636',11,0.986247,0.135421,-0.112047,0.015175,-0.739452,-0.67877,0.5,0.5,?,?,?,?
28059,'2025/02/28 23:46:43:651',11,0.986367,0.135638,-0.112771,0.015282,-0.739657,-0.678793,0.5,0.5,?,?,?,?
28060,'2025/02/28 23:46:43:662',11,0.98654,0.135749,-0.113512,0.015356,-0.739784,-0.678715,0.5,0.5,?,?,?,?
28061,'2025/02/28 23:46:43:667',11,0.986829,0.135788,-0.11432,0.015436,-0.739846,-0.678582,0.5,0.5,?,?,?,?
28062,'2025/02/28 23:46:43:685',11,0.987173,0.135893,-0.115173,0.015513,-0.739847,-0.678478,0.5,0.5,?,?,?,?
28063,'2025/02/28 23:46:43:687',11,0.987479,0.136081,-0.115986,0.015655,-0.739848,-0.678473,0.5,0.5,?,?,?,?
28064,'2025/02/28 23:46:43:700',11,0.987706,0.136349,-0.116733,0.015901,-0.739913,-0.678744,0.5,0.5,?,?,?,?
28065,'2025/02/28 23:46:43:708',11,0.987773,0.136676,-0.117394,0.015901,-0.739913,-0.678744,0.5,0.5,?,?,?,?
28066,'2025/02/28 23:46:43:722',11,0.987632,0.13692,-0.117848,0.016566,-0.740261,-0.679439,0.5,0.5,?,?,?,?
28067,'2025/02/28 23:46:43:730',11,0.987401,0.137053,-0.118366,0.016761,-0.74022,-0.679662,0.5,0.5,?,?,?,?
28068,'2025/02/28 23:46:43:739',11,0.987314,0.137147,-0.118925,0.016873,-0.740057,-0.679737,0.5,0.5,?,?,?,?
28069,'2025/02/28 23:46:43:753',11,0.987343,0.13728,-0.119536,0.016932,-0.739857,-0.679651,0.5,0.5,?,?,?,?
28070,'2025/02/28 23:46:43:759',11,0.987376,0.137433,-0.12017,0.016987,-0.739694,-0.67948,0.5,0.5,?,?,?,?
28071,'2025/02/28 23:46:43:770',11,0.987222,0.137618,-0.120668,0.017095,-0.739647,-0.67931,0.5,0.5,?,?,?,?
28072,'2025/02/28 23:46:43:781',11,0.986949,0.13781,-0.121145,0.017253,-0.73973,-0.679162,0.5,0.5,?,?,?,?
28073,'2025/02/28 23:46:43:790',11,0.986837,0.13799,-0.12175,0.017464,-0.739909,-0.678966,0.5,0.5,?,?,?,?
28074,'2025/02/28 23:46:43:802',11,0.986832,0.138201,-0.122262,0.017612,-0.740035,-0.678724,0.5,0.5,?,?,?,?
28075,'2025/02/28 23:46:43:815',11,0.986744,0.138506,-0.122691,0.017749,-0.740073,-0.678422,0.5,0.5,?,?,?,?
28076,'2025/02/28 23:46:43:824',11,0.986747,0.138896,-0.123215,0.017905,-0.740045,-0.678077,0.5,0.5,?,?,?,?
28077,'2025/02/28 23:46:43:838',11,0.986885,0.139217,-0.123815,0.017905,-0.740045,-0.678077,0.5,0.5,?,?,?,?
28078,'2025/02/28 23:46:43:842',11,0.987096,0.139429,-0.124502,0.018065,-0.740028,-0.677702,0.5,0.5,?,?,?,?
28079,'2025/02/28 23:46:43:854',11,0.987468,0.139588,-0.125182,0.018469,-0.740127,-0.676966,0.5,0.5,?,?,?,?
28080,'2025/02/28 23:46:43:863',11,0.987689,0.139702,-0.125781,0.018469,-0.740127,-0.676966,0.5,0.5,?,?,?,?
28081,'2025/02/28 23:46:43:876',11,0.987728,0.13988,-0.126237,0.019223,-0.740418,-0.676567,0.5,0.5,?,?,?,?
28082,'2025/02/28 23:46:43:886',11,0.987613,0.140309,-0.126446,0.019719,-0.742056,-0.676273,0.5,0.5,?,?,?,?
28083,'2025/02/28 23:46:43:897',11,0.987247,0.140865,-0.1265,0.020255,-0.742274,-0.675898,0.5,0.5,?,?,?,?
28084,'2025/02/28 23:46:43:910',11,0.986643,0.141292,-0.126518,0.020666,-0.742339,-0.675419,0.5,0.5,?,?,?,?
28085,'2025/02/28 23:46:43:917',11,0.985963,0.141699,-0.126438,0.020666,-0.742339,-0.675419,0.5,0.5,?,?,?,?
28086,'2025/02/28 23:46:43:928',11,0.985209,0.142118,-0.126264,0.020936,-0.742279,-0.67487,0.5,0.5,?,?,?,?
28087,'2025/02/28 23:46:43:940',11,0.984592,0.142467,-0.126102,0.021101,-0.742112,-0.674245,0.5,0.5,?,?,?,?
28088,'2025/02/28 23:46:43:948',11,0.984345,0.142749,-0.126102,0.021236,-0.741976,-0.673571,0.5,0.5,?,?,?,?
28089,'2025/02/28 23:46:43:958',11,0.984361,0.142815,-0.126329,0.021375,-0.74197,-0.672939,0.5,0.5,?,?,?,?
28090,'2025/02/28 23:46:43:966',11,0.984726,0.142737,-0.126627,0.021523,-0.742067,-0.672361,0.5,0.5,?,?,?,?
28091,'2025/02/28 23:46:43:982',11,0.985092,0.142439,-0.127053,0.021717,-0.742319,-0.671335,0.5,0.5,?,?,?,?
28092,'2025/02/28 23:46:43:990',11,0.985427,0.141789,-0.127409,0.021717,-0.742319,-0.671335,0.5,0.5,?,?,?,?
28093,'2025/02/28 23:46:43:997',11,0.985804,0.140901,-0.127731,0.02157,-0.742447,-0.670843,0.5,0.5,?,?,?,?
28094,'2025/02/28 23:46:44:007',11,0.986175,0.139817,-0.128113,0.02127,-0.742551,-0.670321,0.5,0.5,?,?,?,?
28095,'2025/02/28 23:46:44:020',11,0.98653,0.138573,-0.128542,0.020778,-0.742585,-0.669774,0.5,0.5,?,?,?,?
28096,'2025/02/28 23:46:44:032',11,0.986944,0.137237,-0.129008,0.020377,-0.742599,-0.669356,0.5,0.5,?,?,?,?
28097,'2025/02/28 23:46:44:039',11,0.987387,0.135954,-0.12955,0.019655,-0.742726,-0.668954,0.5,0.5,?,?,?,?
28098,'2025/02/28 23:46:44:049',11,0.987779,0.13485,-0.130099,0.018629,-0.742922,-0.668606,0.5,0.5,?,?,?,?
28099,'2025/02/28 23:46:44:062',11,0.988026,0.133882,-0.130536,0.017633,-0.742803,-0.668506,0.5,0.5,?,?,?,?
28100,'2025/02/28 23:46:44:069',11,0.988046,0.133185,-0.130782,0.016465,-0.742448,-0.668504,0.5,0.5,?,?,?,?
28101,'2025/02/28 23:46:44:080',11,0.987449,0.132613,-0.130901,0.015374,-0.742289,-0.668522,0.5,0.5,?,?,?,?
28102,'2025/02/28 23:46:44:094',11,0.986667,0.132179,-0.130841,0.01406,-0.742216,-0.668559,0.5,0.5,?,?,?,?
28103,'2025/02/28 23:46:44:101',11,0.985775,0.131855,-0.13073,0.01267,-0.741897,-0.668505,0.5,0.5,?,?,?,?
28104,'2025/02/28 23:46:44:113',11,0.984856,0.131573,-0.130634,0.011064,-0.741315,-0.668395,0.5,0.5,?,?,?,?
28105,'2025/02/28 23:46:44:121',11,0.984056,0.131283,-0.13055,0.011064,-0.741315,-0.668395,0.5,0.5,?,?,?,?
28106,'2025/02/28 23:46:44:135',11,0.983492,0.13097,-0.130529,0.008165,-0.73994,-0.668415,0.5,0.5,?,?,?,?
28107,'2025/02/28 23:46:44:141',11,0.983115,0.130631,-0.130624,0.006949,-0.739403,-0.668491,0.5,0.5,?,?,?,?
28108,'2025/02/28 23:46:44:152',11,0.982777,0.130315,-0.130774,0.006949,-0.739403,-0.668491,0.5,0.5,?,?,?,?
28109,'2025/02/28 23:46:44:163',11,0.982447,0.130108,-0.130919,0.005282,-0.739511,-0.669179,0.5,0.5,?,?,?,?
28110,'2025/02/28 23:46:44:171',11,0.982097,0.12993,-0.131081,0.004895,-0.73957,-0.669931,0.5,0.5,?,?,?,?
28111,'2025/02/28 23:46:44:183',11,0.981764,0.129784,-0.131208,0.004371,-0.739217,-0.670454,0.5,0.5,?,?,?,?
28112,'2025/02/28 23:46:44:192',11,0.981364,0.129656,-0.131263,0.003701,-0.738562,-0.670709,0.5,0.5,?,?,?,?
28113,'2025/02/28 23:46:44:202',11,0.980993,0.129519,-0.1313,0.003701,-0.738562,-0.670709,0.5,0.5,?,?,?,?
28114,'2025/02/28 23:46:44:214',11,0.980798,0.129451,-0.131297,0.003025,-0.737935,-0.670876,0.5,0.5,?,?,?,?
28115,'2025/02/28 23:46:44:223',11,0.980765,0.12942,-0.131348,0.002508,-0.737466,-0.671128,0.5,0.5,?,?,?,?
28116,'2025/02/28 23:46:44:234',11,0.980997,0.129443,-0.131484,0.002219,-0.737015,-0.671544,0.5,0.5,?,?,?,?
28117,'2025/02/28 23:46:44:244',11,0.981483,0.129436,-0.131713,0.002163,-0.73674,-0.672205,0.5,0.5,?,?,?,?
28118,'2025/02/28 23:46:44:254',11,0.982211,0.129439,-0.131971,0.002264,-0.736782,-0.67321,0.5,0.5,?,?,?,?
28119,'2025/02/28 23:46:44:265',11,0.983163,0.129497,-0.132177,0.002552,-0.737001,-0.674608,0.5,0.5,?,?,?,?
28120,'2025/02/28 23:46:44:275',11,0.984228,0.129507,-0.132362,0.003002,-0.737009,-0.676217,0.5,0.5,?,?,?,?
28121,'2025/02/28 23:46:44:285',11,0.985381,0.129473,-0.132512,0.003578,-0.737016,-0.6778,0.5,0.5,?,?,?,?
28122,'2025/02/28 23:46:44:298',11,0.986479,0.129383,-0.132567,0.00421,-0.736946,-0.679379,0.5,0.5,?,?,?,?
28123,'2025/02/28 23:46:44:310',11,0.987395,0.12934,-0.132252,0.004887,-0.73669,-0.680824,0.5,0.5,?,?,?,?
28124,'2025/02/28 23:46:44:318',11,0.987794,0.129444,-0.131789,0.005563,-0.736196,-0.682107,0.5,0.5,?,?,?,?
28125,'2025/02/28 23:46:44:326',11,0.987926,0.129714,-0.131208,0.006133,-0.735446,-0.683159,0.5,0.5,?,?,?,?
28126,'2025/02/28 23:46:44:339',11,0.987828,0.1301,-0.130386,0.006522,-0.734503,-0.683943,0.5,0.5,?,?,?,?
28127,'2025/02/28 23:46:44:347',11,0.987574,0.130547,-0.129324,0.006654,-0.733463,-0.684424,0.5,0.5,?,?,?,?
28128,'2025/02/28 23:46:44:357',11,0.987311,0.131088,-0.128157,0.006547,-0.732324,-0.684654,0.5,0.5,?,?,?,?
28129,'2025/02/28 23:46:44:368',11,0.987082,0.131722,-0.126935,0.006197,-0.731178,-0.6847,0.5,0.5,?,?,?,?
28130,'2025/02/28 23:46:44:378',11,0.986887,0.132422,-0.125624,0.005778,-0.730016,-0.684892,0.5,0.5,?,?,?,?
28131,'2025/02/28 23:46:44:391',11,0.986684,0.133148,-0.124162,0.005389,-0.728834,-0.685246,0.5,0.5,?,?,?,?
28132,'2025/02/28 23:46:44:399',11,0.986427,0.133822,-0.122676,0.005107,-0.727724,-0.685723,0.5,0.5,?,?,?,?
28133,'2025/02/28 23:46:44:411',11,0.986151,0.134388,-0.121245,0.004925,-0.726718,-0.686324,0.5,0.5,?,?,?,?
28134,'2025/02/28 23:46:44:419',11,0.985984,0.134844,-0.119813,0.00479,-0.725699,-0.68692,0.5,0.5,?,?,?,?
28135,'2025/02/28 23:46:44:431',11,0.985808,0.135249,-0.118491,0.004635,-0.724598,-0.687408,0.5,0.5,?,?,?,?
28136,'2025/02/28 23:46:44:441',11,0.985717,0.135662,-0.117346,0.004497,-0.723551,-0.687757,0.5,0.5,?,?,?,?
28137,'2025/02/28 23:46:44:451',11,0.985771,0.136084,-0.116424,0.00434,-0.722709,-0.687945,0.5,0.5,?,?,?,?
28138,'2025/02/28 23:46:44:466',11,0.986016,0.136473,-0.115775,0.004258,-0.72238,-0.687986,0.5,0.5,?,?,?,?
28139,'2025/02/28 23:46:44:472',11,0.986455,0.136823,-0.115414,0.004259,-0.722347,-0.68809,0.5,0.5,?,?,?,?
28140,'2025/02/28 23:46:44:481',11,0.987023,0.137061,-0.115232,0.004497,-0.722791,-0.688428,0.5,0.5,?,?,?,?
28141,'2025/02/28 23:46:44:491',11,0.987675,0.137125,-0.115212,0.005011,-0.723576,-0.689042,0.5,0.5,?,?,?,?
28142,'2025/02/28 23:46:44:505',11,0.988295,0.136959,-0.115325,0.0056,-0.72434,-0.68986,0.5,0.5,?,?,?,?
28143,'2025/02/28 23:46:44:513',11,0.98875,0.136624,-0.115438,0.006099,-0.724889,-0.690821,0.5,0.5,?,?,?,?
28144,'2025/02/28 23:46:44:522',11,0.988945,0.13622,-0.115468,0.00649,-0.725288,-0.69186,0.5,0.5,?,?,?,?
28145,'2025/02/28 23:46:44:532',11,0.988652,0.135925,-0.115202,0.006781,-0.725488,-0.692878,0.5,0.5,?,?,?,?
28146,'2025/02/28 23:46:44:545',11,0.988288,0.135675,-0.114907,0.007011,-0.725398,-0.693799,0.5,0.5,?,?,?,?
28147,'2025/02/28 23:46:44:556',11,0.98795,0.135399,-0.114652,0.007078,-0.725088,-0.694496,0.5,0.5,?,?,?,?
28148,'2025/02/28 23:46:44:565',11,0.987691,0.135219,-0.114466,0.007088,-0.724806,-0.695137,0.5,0.5,?,?,?,?
28149,'2025/02/28 23:46:44:574',11,0.987569,0.135103,-0.114186,0.007103,-0.724556,-0.695739,0.5,0.5,?,?,?,?
28150,'2025/02/28 23:46:44:598',11,0.987335,0.134964,-0.113868,0.007156,-0.724415,-0.696319,0.5,0.5,?,?,?,?
28151,'2025/02/28 23:46:44:600',11,0.987101,0.134694,-0.113631,0.007156,-0.724415,-0.696319,0.5,0.5,?,?,?,?
28152,'2025/02/28 23:46:44:609',11,0.987153,0.13427,-0.113448,0.007251,-0.724406,-0.697508,0.5,0.5,?,?,?,?
28153,'2025/02/28 23:46:44:621',11,0.987227,0.133833,-0.113368,0.007175,-0.724291,-0.698136,0.5,0.5,?,?,?,?
28154,'2025/02/28 23:46:44:625',11,0.987303,0.133311,-0.113321,0.007087,-0.72378,-0.698674,0.5,0.5,?,?,?,?
28155,'2025/02/28 23:46:44:637',11,0.987493,0.132834,-0.113246,0.006983,-0.722771,-0.698963,0.5,0.5,?,?,?,?
28156,'2025/02/28 23:46:44:647',11,0.987427,0.132178,-0.113092,0.006983,-0.722771,-0.698963,0.5,0.5,?,?,?,?
28157,'2025/02/28 23:46:44:658',11,0.987373,0.131351,-0.112856,0.007397,-0.721298,-0.699997,0.5,0.5,?,?,?,?
28158,'2025/02/28 23:46:44:667',11,0.987278,0.130491,-0.112519,0.007503,-0.720196,-0.700381,0.5,0.5,?,?,?,?
28159,'2025/02/28 23:46:44:677',11,0.987173,0.129627,-0.112068,0.007503,-0.720196,-0.700381,0.5,0.5,?,?,?,?
28160,'2025/02/28 23:46:44:698',11,0.987105,0.128674,-0.111538,0.007278,-0.717658,-0.700758,0.5,0.5,?,?,?,?
28161,'2025/02/28 23:46:44:698',11,0.98704,0.127664,-0.110918,0.007278,-0.717658,-0.700758,0.5,0.5,?,?,?,?
28162,'2025/02/28 23:46:44:709',11,0.987007,0.126798,-0.110232,0.007028,-0.716492,-0.700968,0.5,0.5,?,?,?,?
28163,'2025/02/28 23:46:44:719',11,0.986956,0.126069,-0.109467,0.006724,-0.715165,-0.701174,0.5,0.5,?,?,?,?
28164,'2025/02/28 23:46:44:732',11,0.986828,0.125281,-0.108597,0.006462,-0.713928,-0.701524,0.5,0.5,?,?,?,?
28165,'2025/02/28 23:46:44:743',11,0.986702,0.124344,-0.107706,0.006186,-0.711588,-0.70287,0.5,0.5,?,?,?,?
28166,'2025/02/28 23:46:44:750',11,0.986658,0.123277,-0.106865,0.006186,-0.711588,-0.70287,0.5,0.5,?,?,?,?
28167,'2025/02/28 23:46:44:760',11,0.986873,0.12191,-0.106113,0.006109,-0.710561,-0.703786,0.5,0.5,?,?,?,?
28168,'2025/02/28 23:46:44:770',11,0.987022,0.120524,-0.105384,0.006014,-0.709592,-0.704799,0.5,0.5,?,?,?,?
28169,'2025/02/28 23:46:44:780',11,0.987086,0.119208,-0.104645,0.00582,-0.708515,-0.705744,0.5,0.5,?,?,?,?
28170,'2025/02/28 23:46:44:792',11,0.987051,0.118041,-0.103873,0.005481,-0.707387,-0.706602,0.5,0.5,?,?,?,?
28171,'2025/02/28 23:46:44:802',11,0.986857,0.117066,-0.102971,0.005086,-0.706364,-0.70747,0.5,0.5,?,?,?,?
28172,'2025/02/28 23:46:44:815',11,0.986589,0.116217,-0.101945,0.004737,-0.705497,-0.708425,0.5,0.5,?,?,?,?
28173,'2025/02/28 23:46:44:822',11,0.986346,0.115436,-0.100878,0.004411,-0.704793,-0.709451,0.5,0.5,?,?,?,?
28174,'2025/02/28 23:46:44:832',11,0.986195,0.114643,-0.099828,0.004095,-0.704222,-0.710489,0.5,0.5,?,?,?,?
28175,'2025/02/28 23:46:44:842',11,0.986171,0.113769,-0.098844,0.003697,-0.703714,-0.71147,0.5,0.5,?,?,?,?
28176,'2025/02/28 23:46:44:852',11,0.986221,0.112804,-0.097929,0.003259,-0.703108,-0.712352,0.5,0.5,?,?,?,?
28177,'2025/02/28 23:46:44:862',11,0.986259,0.111859,-0.097042,0.002814,-0.702451,-0.713111,0.5,0.5,?,?,?,?
28178,'2025/02/28 23:46:44:873',11,0.986257,0.111173,-0.096027,0.002353,-0.701771,-0.713749,0.5,0.5,?,?,?,?
28179,'2025/02/28 23:46:44:883',11,0.986245,0.110566,-0.094987,0.001902,-0.701179,-0.714332,0.5,0.5,?,?,?,?
28180,'2025/02/28 23:46:44:896',11,0.986219,0.110011,-0.094015,0.001499,-0.700665,-0.714901,0.5,0.5,?,?,?,?
28181,'2025/02/28 23:46:44:907',11,0.986195,0.109409,-0.093126,0.001132,-0.700221,-0.715506,0.5,0.5,?,?,?,?
28182,'2025/02/28 23:46:44:916',11,0.9862,0.108789,-0.092309,0.000785,-0.699865,-0.71618,0.5,0.5,?,?,?,?
28183,'2025/02/28 23:46:44:926',11,0.986278,0.108265,-0.091552,0.000386,-0.699491,-0.716836,0.5,0.5,?,?,?,?
28184,'2025/02/28 23:46:44:938',11,0.98643,0.107945,-0.090756,0.000084,-0.699065,-0.717501,0.5,0.5,?,?,?,?
28185,'2025/02/28 23:46:44:945',11,0.986606,0.107861,-0.089895,-0.00033,-0.698651,-0.717986,0.5,0.5,?,?,?,?
28186,'2025/02/28 23:46:44:960',11,0.986774,0.107907,-0.089024,-0.000797,-0.698298,-0.718304,0.5,0.5,?,?,?,?
28187,'2025/02/28 23:46:44:966',11,0.986917,0.10796,-0.088135,-0.001265,-0.697914,-0.718506,0.5,0.5,?,?,?,?
28188,'2025/02/28 23:46:44:976',11,0.987035,0.107934,-0.087252,-0.001683,-0.697602,-0.718679,0.5,0.5,?,?,?,?
28189,'2025/02/28 23:46:44:995',11,0.987283,0.107812,-0.086467,-0.002269,-0.69716,-0.719024,0.5,0.5,?,?,?,?
28190,'2025/02/28 23:46:44:997',11,0.987594,0.107762,-0.085719,-0.002269,-0.69716,-0.719024,0.5,0.5,?,?,?,?
28191,'2025/02/28 23:46:45:008',11,0.987924,0.107909,-0.084944,-0.002434,-0.696917,-0.719245,0.5,0.5,?,?,?,?
28192,'2025/02/28 23:46:45:018',11,0.988248,0.108191,-0.084207,-0.002553,-0.696601,-0.719487,0.5,0.5,?,?,?,?
28193,'2025/02/28 23:46:45:030',11,0.988565,0.108447,-0.083543,-0.002563,-0.696188,-0.719699,0.5,0.5,?,?,?,?
28194,'2025/02/28 23:46:45:039',11,0.988905,0.108552,-0.082976,-0.002623,-0.695735,-0.719844,0.5,0.5,?,?,?,?
28195,'2025/02/28 23:46:45:048',11,0.989307,0.108541,-0.082492,-0.00266,-0.695254,-0.719987,0.5,0.5,?,?,?,?
28196,'2025/02/28 23:46:45:061',11,0.989718,0.108482,-0.08206,-0.002696,-0.694636,-0.720136,0.5,0.5,?,?,?,?
28197,'2025/02/28 23:46:45:069',11,0.9901,0.10841,-0.081654,-0.00269,-0.693999,-0.720268,0.5,0.5,?,?,?,?
28198,'2025/02/28 23:46:45:080',11,0.990459,0.108386,-0.081214,-0.002616,-0.693449,-0.720404,0.5,0.5,?,?,?,?
28199,'2025/02/28 23:46:45:091',11,0.990799,0.108469,-0.080703,-0.002555,-0.692937,-0.720564,0.5,0.5,?,?,?,?
28200,'2025/02/28 23:46:45:103',11,0.991082,0.108902,-0.080179,-0.002436,-0.692443,-0.720744,0.5,0.5,?,?,?,?
28201,'2025/02/28 23:46:45:111',11,0.991247,0.109329,-0.079704,-0.002436,-0.692443,-0.720744,0.5,0.5,?,?,?,?
28202,'2025/02/28 23:46:45:121',11,0.991406,0.109597,-0.079282,-0.002253,-0.692039,-0.721,0.5,0.5,?,?,?,?
28203,'2025/02/28 23:46:45:134',11,0.991597,0.109768,-0.078843,-0.001798,-0.691183,-0.721421,0.5,0.5,?,?,?,?
28204,'2025/02/28 23:46:45:142',11,0.991698,0.11001,-0.078417,-0.001798,-0.691183,-0.721421,0.5,0.5,?,?,?,?
28205,'2025/02/28 23:46:45:152',11,0.991728,0.11017,-0.078057,-0.001631,-0.690732,-0.721546,0.5,0.5,?,?,?,?
28206,'2025/02/28 23:46:45:162',11,0.991834,0.110095,-0.077774,-0.001506,-0.69025,-0.72165,0.5,0.5,?,?,?,?
28207,'2025/02/28 23:46:45:173',11,0.991964,0.10994,-0.077512,-0.00144,-0.689694,-0.72179,0.5,0.5,?,?,?,?
28208,'2025/02/28 23:46:45:184',11,0.992085,0.109797,-0.077202,-0.001421,-0.689006,-0.721944,0.5,0.5,?,?,?,?
28209,'2025/02/28 23:46:45:196',11,0.99223,0.109639,-0.0768,-0.001443,-0.688332,-0.72215,0.5,0.5,?,?,?,?
28210,'2025/02/28 23:46:45:207',11,0.992393,0.109487,-0.076324,-0.001371,-0.687239,-0.722875,0.5,0.5,?,?,?,?
28211,'2025/02/28 23:46:45:217',11,0.992487,0.10941,-0.075865,-0.00136,-0.686764,-0.723238,0.5,0.5,?,?,?,?
28212,'2025/02/28 23:46:45:224',11,0.99249,0.109345,-0.075454,-0.00136,-0.686764,-0.723238,0.5,0.5,?,?,?,?
28213,'2025/02/28 23:46:45:244',11,0.99241,0.109215,-0.07504,-0.001456,-0.685788,-0.723786,0.5,0.5,?,?,?,?
28214,'2025/02/28 23:46:45:251',11,0.99227,0.109047,-0.074644,-0.001516,-0.685199,-0.724003,0.5,0.5,?,?,?,?
28215,'2025/02/28 23:46:45:255',11,0.992077,0.108817,-0.074282,-0.001516,-0.685199,-0.724003,0.5,0.5,?,?,?,?
28216,'2025/02/28 23:46:45:266',11,0.991853,0.108504,-0.073953,-0.001479,-0.684753,-0.724329,0.5,0.5,?,?,?,?
28217,'2025/02/28 23:46:45:276',11,0.991706,0.108179,-0.073624,-0.001374,-0.684423,-0.724783,0.5,0.5,?,?,?,?
28218,'2025/02/28 23:46:45:286',11,0.991672,0.107911,-0.073245,-0.0012,-0.684122,-0.7253,0.5,0.5,?,?,?,?
28219,'2025/02/28 23:46:45:297',11,0.991726,0.107741,-0.072847,-0.001013,-0.683844,-0.725821,0.5,0.5,?,?,?,?
28220,'2025/02/28 23:46:45:311',11,0.991949,0.107622,-0.07246,-0.000853,-0.683458,-0.726389,0.5,0.5,?,?,?,?
28221,'2025/02/28 23:46:45:317',11,0.992244,0.107366,-0.072054,-0.000715,-0.683033,-0.726961,0.5,0.5,?,?,?,?
28222,'2025/02/28 23:46:45:327',11,0.992509,0.106864,-0.071636,-0.000611,-0.682644,-0.727565,0.5,0.5,?,?,?,?
28223,'2025/02/28 23:46:45:343',11,0.992632,0.106125,-0.071141,-0.000542,-0.682327,-0.728206,0.5,0.5,?,?,?,?
28224,'2025/02/28 23:46:45:350',11,0.992643,0.10521,-0.070594,-0.0005,-0.682037,-0.728871,0.5,0.5,?,?,?,?
28225,'2025/02/28 23:46:45:362',11,0.992581,0.104171,-0.070124,-0.000525,-0.681704,-0.729544,0.5,0.5,?,?,?,?
28226,'2025/02/28 23:46:45:369',11,0.992527,0.102982,-0.069674,-0.000691,-0.681326,-0.73018,0.5,0.5,?,?,?,?
28227,'2025/02/28 23:46:45:383',11,0.992523,0.101768,-0.069155,-0.000951,-0.680947,-0.730767,0.5,0.5,?,?,?,?
28228,'2025/02/28 23:46:45:389',11,0.99266,0.100766,-0.068667,-0.001194,-0.680614,-0.731373,0.5,0.5,?,?,?,?
28229,'2025/02/28 23:46:45:400',11,0.99301,0.100026,-0.068272,-0.001452,-0.680404,-0.732077,0.5,0.5,?,?,?,?
28230,'2025/02/28 23:46:45:413',11,0.993448,0.09936,-0.067853,-0.001452,-0.680404,-0.732077,0.5,0.5,?,?,?,?
28231,'2025/02/28 23:46:45:421',11,0.993917,0.098608,-0.067422,-0.002049,-0.679753,-0.733577,0.5,0.5,?,?,?,?
28232,'2025/02/28 23:46:45:431',11,0.994265,0.097479,-0.06697,-0.002382,-0.679196,-0.734332,0.5,0.5,?,?,?,?
28233,'2025/02/28 23:46:45:441',11,0.99459,0.096244,-0.06655,-0.002701,-0.678563,-0.735031,0.5,0.5,?,?,?,?
28234,'2025/02/28 23:46:45:452',11,0.994921,0.094956,-0.066093,-0.002701,-0.678563,-0.735031,0.5,0.5,?,?,?,?
28235,'2025/02/28 23:46:45:464',11,0.99523,0.093685,-0.065644,-0.003085,-0.677124,-0.736507,0.5,0.5,?,?,?,?
28236,'2025/02/28 23:46:45:472',11,0.995391,0.092367,-0.065179,-0.003113,-0.67634,-0.737333,0.5,0.5,?,?,?,?
28237,'2025/02/28 23:46:45:483',11,0.995642,0.090942,-0.064762,-0.003116,-0.675611,-0.738192,0.5,0.5,?,?,?,?
28238,'2025/02/28 23:46:45:492',11,0.996266,0.089496,-0.064449,-0.003116,-0.675611,-0.738192,0.5,0.5,?,?,?,?
28239,'2025/02/28 23:46:45:503',11,0.997171,0.088113,-0.064192,-0.002667,-0.674775,-0.740565,0.5,0.5,?,?,?,?
28240,'2025/02/28 23:46:45:513',11,0.998108,0.086814,-0.063873,-0.002667,-0.674775,-0.740565,0.5,0.5,?,?,?,?
28241,'2025/02/28 23:46:45:525',11,0.998967,0.085538,-0.063424,-0.001599,-0.674712,-0.743203,0.5,0.5,?,?,?,?
28242,'2025/02/28 23:46:45:539',11,0.999644,0.084316,-0.062901,-0.000891,-0.674716,-0.744413,0.5,0.5,?,?,?,?
28243,'2025/02/28 23:46:45:548',11,0.999838,0.083089,-0.062143,-0.000188,-0.674581,-0.74538,0.5,0.5,?,?,?,?
28244,'2025/02/28 23:46:45:555',11,0.999762,0.081948,-0.06134,-0.000188,-0.674581,-0.74538,0.5,0.5,?,?,?,?
28245,'2025/02/28 23:46:45:565',11,0.999475,0.081027,-0.060569,0.00061,-0.674388,-0.746145,0.5,0.5,?,?,?,?
28246,'2025/02/28 23:46:45:576',11,0.998927,0.080173,-0.059771,0.001426,-0.674271,-0.746707,0.5,0.5,?,?,?,?
28247,'2025/02/28 23:46:45:590',11,0.998125,0.079388,-0.058904,0.00251,-0.673981,-0.74681,0.5,0.5,?,?,?,?
28248,'2025/02/28 23:46:45:596',11,0.997194,0.078808,-0.05809,0.00251,-0.673981,-0.74681,0.5,0.5,?,?,?,?
28249,'2025/02/28 23:46:45:606',11,0.996233,0.078388,-0.057358,0.00278,-0.673737,-0.746539,0.5,0.5,?,?,?,?
