@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
6646,'2025/02/28 23:18:06:390',6,-0.982804,-0.168416,-0.11546,0.552537,-0.200201,0.838578,0,0,?,?,?,?
6647,'2025/02/28 23:18:06:401',6,-0.982691,-0.168272,-0.115597,0.552624,-0.200062,0.838422,0,0,?,?,?,?
6648,'2025/02/28 23:18:06:413',6,-0.982535,-0.168251,-0.115757,0.5527,-0.200173,0.838265,0,0,?,?,?,?
6649,'2025/02/28 23:18:06:422',6,-0.982346,-0.168307,-0.115936,0.5527,-0.200173,0.838265,0,0,?,?,?,?
6650,'2025/02/28 23:18:06:431',6,-0.982155,-0.168376,-0.116126,0.552671,-0.200408,0.838239,0,0,?,?,?,?
6651,'2025/02/28 23:18:06:444',6,-0.981991,-0.168506,-0.11628,0.552689,-0.200614,0.83818,0,0,?,?,?,?
6652,'2025/02/28 23:18:06:453',6,-0.981877,-0.16865,-0.116384,0.552839,-0.200627,0.83807,0,0,?,?,?,?
6653,'2025/02/28 23:18:06:466',6,-0.981826,-0.168705,-0.116411,0.553029,-0.200494,0.83793,0,0,?,?,?,?
6654,'2025/02/28 23:18:06:473',6,-0.981767,-0.16872,-0.116393,0.553029,-0.200494,0.83793,0,0,?,?,?,?
6655,'2025/02/28 23:18:06:483',6,-0.981671,-0.168821,-0.116425,0.553106,-0.200243,0.837884,0,0,?,?,?,?
6656,'2025/02/28 23:18:06:495',6,-0.981628,-0.169059,-0.116567,0.553195,-0.199916,0.837879,0,0,?,?,?,?
6657,'2025/02/28 23:18:06:504',6,-0.981626,-0.169384,-0.116727,0.55325,-0.199705,0.837914,0,0,?,?,?,?
6658,'2025/02/28 23:18:06:514',6,-0.981619,-0.169721,-0.116901,0.553254,-0.199641,0.837903,0,0,?,?,?,?
6659,'2025/02/28 23:18:06:524',6,-0.981665,-0.17002,-0.117068,0.553302,-0.19958,0.837824,0,0,?,?,?,?
6660,'2025/02/28 23:18:06:535',6,-0.981783,-0.170274,-0.11717,0.553511,-0.199422,0.837762,0,0,?,?,?,?
6661,'2025/02/28 23:18:06:545',6,-0.981925,-0.170479,-0.117146,0.553761,-0.199256,0.837777,0,0,?,?,?,?
6662,'2025/02/28 23:18:06:556',6,-0.982076,-0.170627,-0.116978,0.553877,-0.199195,0.837826,0,0,?,?,?,?
6663,'2025/02/28 23:18:06:566',6,-0.982225,-0.170715,-0.11671,0.553846,-0.199216,0.837952,0,0,?,?,?,?
6664,'2025/02/28 23:18:06:577',6,-0.982296,-0.17079,-0.116384,0.553756,-0.199191,0.838138,0,0,?,?,?,?
6665,'2025/02/28 23:18:06:586',6,-0.982321,-0.170843,-0.116052,0.553605,-0.199158,0.838371,0,0,?,?,?,?
6666,'2025/02/28 23:18:06:597',6,-0.982344,-0.170845,-0.115729,0.553367,-0.1992,0.838584,0,0,?,?,?,?
6667,'2025/02/28 23:18:06:608',6,-0.982406,-0.17077,-0.115394,0.55311,-0.19927,0.838724,0,0,?,?,?,?
6668,'2025/02/28 23:18:06:617',6,-0.982406,-0.170382,-0.11514,0.552892,-0.199282,0.838838,0,0,?,?,?,?
6669,'2025/02/28 23:18:06:629',6,-0.982358,-0.169927,-0.114955,0.552792,-0.199201,0.838928,0,0,?,?,?,?
6670,'2025/02/28 23:18:06:640',6,-0.982288,-0.169413,-0.114772,0.552792,-0.199201,0.838928,0,0,?,?,?,?
6671,'2025/02/28 23:18:06:648',6,-0.982245,-0.168856,-0.114615,0.553051,-0.199405,0.838787,0,0,?,?,?,?
6672,'2025/02/28 23:18:06:659',6,-0.982237,-0.168345,-0.114465,0.55329,-0.199437,0.838652,0,0,?,?,?,?
6673,'2025/02/28 23:18:06:669',6,-0.98223,-0.167918,-0.114336,0.553534,-0.199403,0.838463,0,0,?,?,?,?
6674,'2025/02/28 23:18:06:679',6,-0.982218,-0.167614,-0.11425,0.55377,-0.199386,0.838246,0,0,?,?,?,?
6675,'2025/02/28 23:18:06:689',6,-0.982168,-0.167434,-0.114178,0.55397,-0.199384,0.83799,0,0,?,?,?,?
6676,'2025/02/28 23:18:06:699',6,-0.982062,-0.167314,-0.114088,0.554113,-0.199328,0.837754,0,0,?,?,?,?
6677,'2025/02/28 23:18:06:710',6,-0.981964,-0.167219,-0.11394,0.554156,-0.199294,0.837601,0,0,?,?,?,?
6678,'2025/02/28 23:18:06:720',6,-0.981953,-0.16719,-0.113661,0.554148,-0.199345,0.837524,0,0,?,?,?,?
6679,'2025/02/28 23:18:06:737',6,-0.982011,-0.167333,-0.113364,0.554169,-0.199315,0.837485,0,0,?,?,?,?
6680,'2025/02/28 23:18:06:741',6,-0.981993,-0.167611,-0.113069,0.554146,-0.199242,0.837432,0,0,?,?,?,?
6681,'2025/02/28 23:18:06:751',6,-0.981898,-0.167995,-0.11281,0.554146,-0.199242,0.837432,0,0,?,?,?,?
6682,'2025/02/28 23:18:06:763',6,-0.981759,-0.168388,-0.112619,0.554088,-0.199213,0.837445,0,0,?,?,?,?
6683,'2025/02/28 23:18:06:772',6,-0.981658,-0.168698,-0.11247,0.554147,-0.199366,0.837498,0,0,?,?,?,?
6684,'2025/02/28 23:18:06:782',6,-0.981679,-0.168947,-0.112337,0.554147,-0.199366,0.837498,0,0,?,?,?,?
6685,'2025/02/28 23:18:06:793',6,-0.981777,-0.169145,-0.112205,0.554326,-0.199566,0.837499,0,0,?,?,?,?
6686,'2025/02/28 23:18:06:809',6,-0.981836,-0.169239,-0.112092,0.55442,-0.199418,0.837451,0,0,?,?,?,?
6687,'2025/02/28 23:18:06:813',6,-0.981845,-0.169266,-0.112047,0.55442,-0.199418,0.837451,0,0,?,?,?,?
6688,'2025/02/28 23:18:06:825',6,-0.981834,-0.169239,-0.112048,0.554594,-0.198949,0.837246,0,0,?,?,?,?
6689,'2025/02/28 23:18:06:839',6,-0.981833,-0.169004,-0.112068,0.554697,-0.199029,0.837194,0,0,?,?,?,?
6690,'2025/02/28 23:18:06:846',6,-0.981934,-0.168715,-0.112097,0.554697,-0.199029,0.837194,0,0,?,?,?,?
6691,'2025/02/28 23:18:06:854',6,-0.982046,-0.168413,-0.112197,0.554716,-0.19923,0.837246,0,0,?,?,?,?
6692,'2025/02/28 23:18:06:866',6,-0.982144,-0.168142,-0.112338,0.554562,-0.199491,0.83746,0,0,?,?,?,?
6693,'2025/02/28 23:18:06:875',6,-0.982257,-0.167854,-0.112443,0.554374,-0.199589,0.837651,0,0,?,?,?,?
6694,'2025/02/28 23:18:06:887',6,-0.98239,-0.167508,-0.112525,0.554075,-0.199386,0.837636,0,0,?,?,?,?
6695,'2025/02/28 23:18:06:896',6,-0.982498,-0.167187,-0.112565,0.554011,-0.199345,0.837602,0,0,?,?,?,?
6696,'2025/02/28 23:18:06:912',6,-0.982582,-0.166897,-0.112516,0.55416,-0.198914,0.837746,0,0,?,?,?,?
6697,'2025/02/28 23:18:06:916',6,-0.982678,-0.16663,-0.112449,0.55416,-0.198914,0.837746,0,0,?,?,?,?
6698,'2025/02/28 23:18:06:927',6,-0.98275,-0.166425,-0.112385,0.554275,-0.19827,0.837545,0,0,?,?,?,?
6699,'2025/02/28 23:18:06:943',6,-0.982815,-0.166361,-0.112348,0.553946,-0.197859,0.837327,0,0,?,?,?,?
6700,'2025/02/28 23:18:06:947',6,-0.982857,-0.166609,-0.11239,0.55368,-0.197455,0.837443,0,0,?,?,?,?
6701,'2025/02/28 23:18:06:958',6,-0.982864,-0.166867,-0.11246,0.553386,-0.19709,0.8379,0,0,?,?,?,?
6702,'2025/02/28 23:18:06:968',6,-0.982861,-0.1671,-0.112531,0.553025,-0.196866,0.838333,0,0,?,?,?,?
6703,'2025/02/28 23:18:06:979',6,-0.982863,-0.167338,-0.112561,0.552628,-0.196685,0.83873,0,0,?,?,?,?
6704,'2025/02/28 23:18:06:991',6,-0.982875,-0.167557,-0.112565,0.552237,-0.19651,0.83926,0,0,?,?,?,?
6705,'2025/02/28 23:18:06:999',6,-0.982857,-0.167699,-0.112613,0.551798,-0.196309,0.839806,0,0,?,?,?,?
6706,'2025/02/28 23:18:07:016',6,-0.982815,-0.167909,-0.112737,0.551181,-0.195608,0.840728,0,0,?,?,?,?
6707,'2025/02/28 23:18:07:020',6,-0.982702,-0.168212,-0.11288,0.551181,-0.195608,0.840728,0,0,?,?,?,?
6708,'2025/02/28 23:18:07:032',6,-0.982511,-0.168446,-0.113003,0.551214,-0.195022,0.840861,0,0,?,?,?,?
6709,'2025/02/28 23:18:07:045',6,-0.982371,-0.168568,-0.113101,0.551162,-0.194847,0.841081,0,0,?,?,?,?
6710,'2025/02/28 23:18:07:054',6,-0.982257,-0.168612,-0.113201,0.5508,-0.195336,0.841452,0,0,?,?,?,?
6711,'2025/02/28 23:18:07:062',6,-0.982088,-0.168504,-0.113335,0.550439,-0.195641,0.841584,0,0,?,?,?,?
6712,'2025/02/28 23:18:07:071',6,-0.981961,-0.168346,-0.11344,0.55027,-0.195504,0.841538,0,0,?,?,?,?
6713,'2025/02/28 23:18:07:082',6,-0.981853,-0.168152,-0.113492,0.550271,-0.195176,0.841465,0,0,?,?,?,?
6714,'2025/02/28 23:18:07:092',6,-0.981763,-0.16794,-0.113508,0.550267,-0.195072,0.841503,0,0,?,?,?,?
6715,'2025/02/28 23:18:07:102',6,-0.981702,-0.167747,-0.113499,0.550219,-0.195348,0.841638,0,0,?,?,?,?
6716,'2025/02/28 23:18:07:116',6,-0.981673,-0.167591,-0.113442,0.550257,-0.195451,0.841595,0,0,?,?,?,?
6717,'2025/02/28 23:18:07:123',6,-0.981669,-0.167475,-0.113334,0.550352,-0.195519,0.841564,0,0,?,?,?,?
6718,'2025/02/28 23:18:07:138',6,-0.981713,-0.167407,-0.113191,0.550507,-0.195649,0.841544,0,0,?,?,?,?
6719,'2025/02/28 23:18:07:147',6,-0.981785,-0.167391,-0.113034,0.550899,-0.195507,0.841273,0,0,?,?,?,?
6720,'2025/02/28 23:18:07:153',6,-0.981844,-0.167414,-0.112888,0.551205,-0.194991,0.840785,0,0,?,?,?,?
6721,'2025/02/28 23:18:07:164',6,-0.981969,-0.16747,-0.112729,0.551153,-0.195122,0.84052,0,0,?,?,?,?
6722,'2025/02/28 23:18:07:176',6,-0.982206,-0.167514,-0.112542,0.551099,-0.195905,0.840433,0,0,?,?,?,?
6723,'2025/02/28 23:18:07:185',6,-0.982405,-0.167498,-0.112391,0.551165,-0.196226,0.84034,0,0,?,?,?,?
6724,'2025/02/28 23:18:07:195',6,-0.982537,-0.167463,-0.112271,0.551249,-0.196011,0.84031,0,0,?,?,?,?
6725,'2025/02/28 23:18:07:205',6,-0.982639,-0.167517,-0.112161,0.551244,-0.195696,0.840321,0,0,?,?,?,?
6726,'2025/02/28 23:18:07:216',6,-0.982742,-0.16755,-0.112055,0.551033,-0.195542,0.840321,0,0,?,?,?,?
6727,'2025/02/28 23:18:07:230',6,-0.982807,-0.167503,-0.111978,0.550756,-0.195587,0.840416,0,0,?,?,?,?
6728,'2025/02/28 23:18:07:236',6,-0.98285,-0.167478,-0.111923,0.550525,-0.195902,0.840846,0,0,?,?,?,?
6729,'2025/02/28 23:18:07:250',6,-0.982906,-0.167439,-0.111841,0.550308,-0.196155,0.841321,0,0,?,?,?,?
6730,'2025/02/28 23:18:07:257',6,-0.982969,-0.167305,-0.111752,0.550308,-0.196155,0.841321,0,0,?,?,?,?
6731,'2025/02/28 23:18:07:267',6,-0.982991,-0.167094,-0.111643,0.549651,-0.195203,0.841787,0,0,?,?,?,?
6732,'2025/02/28 23:18:07:279',6,-0.982958,-0.166803,-0.111475,0.549651,-0.195203,0.841787,0,0,?,?,?,?
6733,'2025/02/28 23:18:07:289',6,-0.98284,-0.166442,-0.111319,0.549225,-0.1948,0.842367,0,0,?,?,?,?
6734,'2025/02/28 23:18:07:298',6,-0.982649,-0.166148,-0.111184,0.549225,-0.1948,0.842367,0,0,?,?,?,?
6735,'2025/02/28 23:18:07:308',6,-0.982412,-0.165905,-0.111131,0.548977,-0.194811,0.842759,0,0,?,?,?,?
6736,'2025/02/28 23:18:07:321',6,-0.982228,-0.165691,-0.111163,0.548767,-0.193949,0.842996,0,0,?,?,?,?
6737,'2025/02/28 23:18:07:330',6,-0.982129,-0.165525,-0.111218,0.548349,-0.193188,0.842769,0,0,?,?,?,?
6738,'2025/02/28 23:18:07:339',6,-0.982082,-0.16536,-0.111286,0.548349,-0.193188,0.842769,0,0,?,?,?,?
6739,'2025/02/28 23:18:07:354',6,-0.982008,-0.165119,-0.111375,0.547514,-0.192918,0.842745,0,0,?,?,?,?
6740,'2025/02/28 23:18:07:360',6,-0.981815,-0.164906,-0.111568,0.54664,-0.192936,0.843162,0,0,?,?,?,?
6741,'2025/02/28 23:18:07:370',6,-0.981571,-0.164891,-0.11188,0.546023,-0.192884,0.843926,0,0,?,?,?,?
6742,'2025/02/28 23:18:07:383',6,-0.981445,-0.164994,-0.112251,0.545622,-0.19271,0.844809,0,0,?,?,?,?
6743,'2025/02/28 23:18:07:391',6,-0.981416,-0.165137,-0.112622,0.545331,-0.192514,0.845637,0,0,?,?,?,?
6744,'2025/02/28 23:18:07:403',6,-0.98149,-0.165352,-0.112973,0.545032,-0.192012,0.845943,0,0,?,?,?,?
6745,'2025/02/28 23:18:07:412',6,-0.981668,-0.165558,-0.113249,0.544655,-0.191358,0.845983,0,0,?,?,?,?
6746,'2025/02/28 23:18:07:425',6,-0.981912,-0.165698,-0.1134,0.544374,-0.190781,0.845991,0,0,?,?,?,?
6747,'2025/02/28 23:18:07:433',6,-0.982141,-0.165783,-0.113415,0.544243,-0.190271,0.846148,0,0,?,?,?,?
6748,'2025/02/28 23:18:07:442',6,-0.982264,-0.165841,-0.113298,0.544014,-0.189798,0.846436,0,0,?,?,?,?
6749,'2025/02/28 23:18:07:454',6,-0.982309,-0.165901,-0.113108,0.543744,-0.189498,0.846767,0,0,?,?,?,?
6750,'2025/02/28 23:18:07:464',6,-0.982309,-0.166023,-0.112891,0.543545,-0.189303,0.847109,0,0,?,?,?,?
6751,'2025/02/28 23:18:07:473',6,-0.982313,-0.166183,-0.112664,0.543225,-0.189132,0.847413,0,0,?,?,?,?
6752,'2025/02/28 23:18:07:484',6,-0.982361,-0.166224,-0.112436,0.542923,-0.189041,0.847759,0,0,?,?,?,?
6753,'2025/02/28 23:18:07:496',6,-0.982436,-0.166061,-0.112227,0.542713,-0.188904,0.848194,0,0,?,?,?,?
6754,'2025/02/28 23:18:07:504',6,-0.982509,-0.165753,-0.112075,0.542362,-0.188808,0.84847,0,0,?,?,?,?
6755,'2025/02/28 23:18:07:515',6,-0.982476,-0.16516,-0.112108,0.542045,-0.188419,0.848531,0,0,?,?,?,?
6756,'2025/02/28 23:18:07:529',6,-0.982483,-0.164484,-0.112243,0.541731,-0.187802,0.848579,0,0,?,?,?,?
6757,'2025/02/28 23:18:07:538',6,-0.982544,-0.163832,-0.112439,0.541292,-0.187113,0.84875,0,0,?,?,?,?
6758,'2025/02/28 23:18:07:546',6,-0.982627,-0.16323,-0.112691,0.540633,-0.186426,0.848977,0,0,?,?,?,?
6759,'2025/02/28 23:18:07:570',6,-0.982652,-0.162656,-0.113044,0.539959,-0.18585,0.849592,0,0,?,?,?,?
6760,'2025/02/28 23:18:07:571',6,-0.982638,-0.162136,-0.113465,0.539959,-0.18585,0.849592,0,0,?,?,?,?
6761,'2025/02/28 23:18:07:577',6,-0.98263,-0.161713,-0.113889,0.539497,-0.185768,0.850117,0,0,?,?,?,?
6762,'2025/02/28 23:18:07:589',6,-0.982665,-0.161389,-0.114268,0.538916,-0.185596,0.850591,0,0,?,?,?,?
6763,'2025/02/28 23:18:07:601',6,-0.982728,-0.161136,-0.114622,0.538516,-0.185253,0.851061,0,0,?,?,?,?
6764,'2025/02/28 23:18:07:607',6,-0.982823,-0.160976,-0.114942,0.538214,-0.185025,0.85162,0,0,?,?,?,?
6765,'2025/02/28 23:18:07:619',6,-0.982977,-0.160939,-0.11521,0.538005,-0.184987,0.852194,0,0,?,?,?,?
6766,'2025/02/28 23:18:07:631',6,-0.983134,-0.161218,-0.115323,0.537964,-0.184955,0.852534,0,0,?,?,?,?
6767,'2025/02/28 23:18:07:638',6,-0.983227,-0.161554,-0.115329,0.537865,-0.184717,0.852578,0,0,?,?,?,?
6768,'2025/02/28 23:18:07:650',6,-0.983263,-0.161848,-0.11533,0.537766,-0.184697,0.852463,0,0,?,?,?,?
6769,'2025/02/28 23:18:07:659',6,-0.983278,-0.162116,-0.115356,0.537759,-0.184667,0.852328,0,0,?,?,?,?
6770,'2025/02/28 23:18:07:670',6,-0.983341,-0.162392,-0.115336,0.537759,-0.184667,0.852328,0,0,?,?,?,?
6771,'2025/02/28 23:18:07:679',6,-0.983484,-0.16257,-0.115264,0.537604,-0.184426,0.852129,0,0,?,?,?,?
6772,'2025/02/28 23:18:07:690',6,-0.983631,-0.162586,-0.115175,0.537856,-0.183529,0.851558,0,0,?,?,?,?
6773,'2025/02/28 23:18:07:706',6,-0.98371,-0.162455,-0.115085,0.53791,-0.183378,0.85138,0,0,?,?,?,?
6774,'2025/02/28 23:18:07:715',6,-0.983736,-0.162193,-0.114989,0.538036,-0.183392,0.851239,0,0,?,?,?,?
6775,'2025/02/28 23:18:07:721',6,-0.983762,-0.161816,-0.114902,0.538036,-0.183392,0.851239,0,0,?,?,?,?
6776,'2025/02/28 23:18:07:731',6,-0.983825,-0.161366,-0.114862,0.538156,-0.183474,0.851227,0,0,?,?,?,?
6777,'2025/02/28 23:18:07:743',6,-0.984036,-0.160842,-0.11491,0.538003,-0.183461,0.851228,0,0,?,?,?,?
6778,'2025/02/28 23:18:07:752',6,-0.984234,-0.160319,-0.115021,0.538003,-0.183461,0.851228,0,0,?,?,?,?
6779,'2025/02/28 23:18:07:762',6,-0.984391,-0.159816,-0.115199,0.537759,-0.183229,0.851301,0,0,?,?,?,?
6780,'2025/02/28 23:18:07:772',6,-0.984497,-0.159271,-0.115405,0.537466,-0.183017,0.851549,0,0,?,?,?,?
6781,'2025/02/28 23:18:07:783',6,-0.98456,-0.158686,-0.115611,0.5371,-0.182752,0.851748,0,0,?,?,?,?
6782,'2025/02/28 23:18:07:799',6,-0.984626,-0.158118,-0.115839,0.536206,-0.182522,0.852793,0,0,?,?,?,?
6783,'2025/02/28 23:18:07:803',6,-0.984674,-0.157659,-0.116088,0.536206,-0.182522,0.852793,0,0,?,?,?,?
6784,'2025/02/28 23:18:07:813',6,-0.984682,-0.15734,-0.116326,0.535652,-0.182446,0.853404,0,0,?,?,?,?
6785,'2025/02/28 23:18:07:826',6,-0.984689,-0.157185,-0.116559,0.535177,-0.182266,0.853912,0,0,?,?,?,?
6786,'2025/02/28 23:18:07:837',6,-0.984701,-0.157177,-0.116764,0.534866,-0.182063,0.854355,0,0,?,?,?,?
6787,'2025/02/28 23:18:07:845',6,-0.984702,-0.157247,-0.116907,0.53469,-0.181838,0.85474,0,0,?,?,?,?
6788,'2025/02/28 23:18:07:855',6,-0.984645,-0.157392,-0.116957,0.534615,-0.181559,0.855046,0,0,?,?,?,?
6789,'2025/02/28 23:18:07:868',6,-0.984552,-0.15756,-0.116966,0.534627,-0.181281,0.855236,0,0,?,?,?,?
6790,'2025/02/28 23:18:07:877',6,-0.984419,-0.157712,-0.11697,0.534653,-0.181093,0.855231,0,0,?,?,?,?
6791,'2025/02/28 23:18:07:887',6,-0.984291,-0.1578,-0.116994,0.534708,-0.180893,0.855161,0,0,?,?,?,?
6792,'2025/02/28 23:18:07:896',6,-0.984183,-0.157816,-0.116996,0.534785,-0.180583,0.855026,0,0,?,?,?,?
6793,'2025/02/28 23:18:07:908',6,-0.984049,-0.157768,-0.117019,0.534884,-0.180255,0.854885,0,0,?,?,?,?
6794,'2025/02/28 23:18:07:917',6,-0.983922,-0.157683,-0.117103,0.535004,-0.180079,0.854736,0,0,?,?,?,?
6795,'2025/02/28 23:18:07:928',6,-0.983852,-0.157563,-0.117198,0.535149,-0.179984,0.854558,0,0,?,?,?,?
6796,'2025/02/28 23:18:07:937',6,-0.983839,-0.157356,-0.1173,0.535342,-0.179917,0.854412,0,0,?,?,?,?
6797,'2025/02/28 23:18:07:950',6,-0.983851,-0.15705,-0.117421,0.535523,-0.179804,0.854331,0,0,?,?,?,?
6798,'2025/02/28 23:18:07:958',6,-0.983862,-0.156659,-0.117558,0.535597,-0.179551,0.854253,0,0,?,?,?,?
6799,'2025/02/28 23:18:07:968',6,-0.983911,-0.156279,-0.117737,0.535638,-0.179354,0.854164,0,0,?,?,?,?
6800,'2025/02/28 23:18:07:979',6,-0.983978,-0.15589,-0.117914,0.535678,-0.179309,0.854138,0,0,?,?,?,?
6801,'2025/02/28 23:18:07:989',6,-0.984062,-0.155483,-0.118074,0.535672,-0.179378,0.854162,0,0,?,?,?,?
6802,'2025/02/28 23:18:07:999',6,-0.984176,-0.155106,-0.118209,0.535656,-0.17944,0.854215,0,0,?,?,?,?
6803,'2025/02/28 23:18:08:010',6,-0.984321,-0.154804,-0.118354,0.535611,-0.179317,0.854271,0,0,?,?,?,?
6804,'2025/02/28 23:18:08:021',6,-0.984489,-0.154569,-0.118458,0.535528,-0.178977,0.854329,0,0,?,?,?,?
6805,'2025/02/28 23:18:08:031',6,-0.984669,-0.154369,-0.118481,0.535434,-0.178699,0.854395,0,0,?,?,?,?
6806,'2025/02/28 23:18:08:042',6,-0.984822,-0.154192,-0.118463,0.535394,-0.178576,0.854458,0,0,?,?,?,?
6807,'2025/02/28 23:18:08:051',6,-0.984927,-0.154078,-0.118402,0.535404,-0.178444,0.854534,0,0,?,?,?,?
6808,'2025/02/28 23:18:08:071',6,-0.985017,-0.154058,-0.118329,0.535403,-0.177918,0.854724,0,0,?,?,?,?
6809,'2025/02/28 23:18:08:071',6,-0.985112,-0.154077,-0.118274,0.535403,-0.177918,0.854724,0,0,?,?,?,?
6810,'2025/02/28 23:18:08:082',6,-0.985224,-0.1541,-0.118207,0.535447,-0.177728,0.854788,0,0,?,?,?,?
6811,'2025/02/28 23:18:08:092',6,-0.985356,-0.154147,-0.118166,0.535447,-0.177728,0.854788,0,0,?,?,?,?
6812,'2025/02/28 23:18:08:103',6,-0.985467,-0.154158,-0.118146,0.5355,-0.177605,0.854861,0,0,?,?,?,?
6813,'2025/02/28 23:18:08:113',6,-0.98555,-0.154086,-0.118123,0.535501,-0.177536,0.854944,0,0,?,?,?,?
6814,'2025/02/28 23:18:08:123',6,-0.985586,-0.153939,-0.118081,0.535503,-0.177205,0.85496,0,0,?,?,?,?
6815,'2025/02/28 23:18:08:133',6,-0.985616,-0.153729,-0.118006,0.535583,-0.177014,0.854837,0,0,?,?,?,?
6816,'2025/02/28 23:18:08:145',6,-0.98562,-0.153494,-0.117901,0.535689,-0.176851,0.8547,0,0,?,?,?,?
6817,'2025/02/28 23:18:08:154',6,-0.985609,-0.153283,-0.11778,0.535777,-0.176847,0.854578,0,0,?,?,?,?
6818,'2025/02/28 23:18:08:171',6,-0.985628,-0.153008,-0.117645,0.535989,-0.176907,0.854456,0,0,?,?,?,?
6819,'2025/02/28 23:18:08:175',6,-0.985666,-0.152675,-0.117515,0.536217,-0.176906,0.854358,0,0,?,?,?,?
6820,'2025/02/28 23:18:08:186',6,-0.985668,-0.152326,-0.11739,0.536217,-0.176906,0.854358,0,0,?,?,?,?
6821,'2025/02/28 23:18:08:196',6,-0.98566,-0.151954,-0.11727,0.536451,-0.176871,0.854304,0,0,?,?,?,?
6822,'2025/02/28 23:18:08:206',6,-0.985565,-0.151654,-0.117194,0.536666,-0.176723,0.854223,0,0,?,?,?,?
6823,'2025/02/28 23:18:08:218',6,-0.985455,-0.151424,-0.117199,0.53709,-0.17607,0.853918,0,0,?,?,?,?
6824,'2025/02/28 23:18:08:226',6,-0.985426,-0.151223,-0.117247,0.53709,-0.17607,0.853918,0,0,?,?,?,?
6825,'2025/02/28 23:18:08:237',6,-0.985506,-0.15101,-0.117254,0.537377,-0.175772,0.853714,0,0,?,?,?,?
6826,'2025/02/28 23:18:08:248',6,-0.985577,-0.150792,-0.117237,0.537594,-0.17555,0.853489,0,0,?,?,?,?
6827,'2025/02/28 23:18:08:258',6,-0.985558,-0.150703,-0.117284,0.537752,-0.175313,0.853391,0,0,?,?,?,?
6828,'2025/02/28 23:18:08:271',6,-0.98554,-0.150793,-0.117387,0.537691,-0.175021,0.853332,0,0,?,?,?,?
6829,'2025/02/28 23:18:08:278',6,-0.985601,-0.150942,-0.117471,0.537613,-0.174829,0.853325,0,0,?,?,?,?
6830,'2025/02/28 23:18:08:289',6,-0.985673,-0.151065,-0.117498,0.53745,-0.174808,0.853402,0,0,?,?,?,?
6831,'2025/02/28 23:18:08:300',6,-0.985763,-0.151136,-0.11751,0.537194,-0.174853,0.853574,0,0,?,?,?,?
6832,'2025/02/28 23:18:08:308',6,-0.985763,-0.151136,-0.11751,0.537003,-0.174935,0.853819,0,0,?,?,?,?
6833,'2025/02/28 23:18:08:319',6,-0.986024,-0.151268,-0.117316,0.536854,-0.174954,0.854088,0,0,?,?,?,?
6834,'2025/02/28 23:18:08:328',6,-0.986212,-0.151326,-0.116918,0.53683,-0.174953,0.854397,0,0,?,?,?,?
6835,'2025/02/28 23:18:08:341',6,-0.986329,-0.151342,-0.116424,0.536757,-0.174858,0.854722,0,0,?,?,?,?
6836,'2025/02/28 23:18:08:349',6,-0.986358,-0.151368,-0.115887,0.536519,-0.174757,0.855054,0,0,?,?,?,?
6837,'2025/02/28 23:18:08:359',6,-0.986298,-0.151421,-0.115361,0.536686,-0.174286,0.854984,0,0,?,?,?,?
6838,'2025/02/28 23:18:08:377',6,-0.986215,-0.151459,-0.114872,0.537509,-0.172952,0.854687,0,0,?,?,?,?
6839,'2025/02/28 23:18:08:380',6,-0.986156,-0.151402,-0.114397,0.537509,-0.172952,0.854687,0,0,?,?,?,?
6840,'2025/02/28 23:18:08:393',6,-0.986056,-0.15124,-0.113964,0.53693,-0.173828,0.855153,0,0,?,?,?,?
6841,'2025/02/28 23:18:08:409',6,-0.985844,-0.150958,-0.113611,0.536161,-0.174624,0.855086,0,0,?,?,?,?
6842,'2025/02/28 23:18:08:412',6,-0.985586,-0.150576,-0.113335,0.536161,-0.174624,0.855086,0,0,?,?,?,?
6843,'2025/02/28 23:18:08:422',6,-0.985362,-0.150085,-0.113231,0.53573,-0.174636,0.855378,0,0,?,?,?,?
6844,'2025/02/28 23:18:08:432',6,-0.98525,-0.149544,-0.113199,0.535243,-0.174426,0.855703,0,0,?,?,?,?
6845,'2025/02/28 23:18:08:442',6,-0.985156,-0.149072,-0.113236,0.535274,-0.173878,0.855906,0,0,?,?,?,?
6846,'2025/02/28 23:18:08:453',6,-0.985023,-0.14877,-0.11335,0.535047,-0.173792,0.856263,0,0,?,?,?,?
6847,'2025/02/28 23:18:08:464',6,-0.984896,-0.148572,-0.113497,0.534853,-0.173863,0.856539,0,0,?,?,?,?
6848,'2025/02/28 23:18:08:481',6,-0.984802,-0.148412,-0.113659,0.534954,-0.173812,0.856737,0,0,?,?,?,?
6849,'2025/02/28 23:18:08:484',6,-0.984717,-0.148306,-0.113872,0.534954,-0.173812,0.856737,0,0,?,?,?,?
6850,'2025/02/28 23:18:08:494',6,-0.98465,-0.148282,-0.114087,0.535073,-0.173329,0.856986,0,0,?,?,?,?
